house_id,SquareFeet,Bedrooms,Bathrooms
house-20317,2782,3,3
house-20318,1004,4,3
house-20319,1230,2,3
house-20320,2224,5,3
house-20321,2908,3,1
house-20322,2425,3,3
house-20323,2172,4,1
house-20324,2607,5,3
house-20325,2515,2,3
house-20326,2011,5,3
house-20327,2249,3,1
house-20328,1585,5,3
house-20329,2842,4,3
house-20330,1168,5,3
house-20331,1760,5,2
house-20332,1791,4,2
house-20333,1999,5,2
house-20334,1151,4,1
house-20335,2015,4,3
house-20336,1223,4,1
house-20337,1503,3,3
house-20338,2760,5,1
house-20339,2573,4,2
house-20340,1043,2,3
house-20341,1696,2,2
house-20342,1503,3,2
house-20343,2978,4,3
house-20344,2264,4,1
house-20345,1929,3,2
house-20346,1842,5,2
house-20347,1350,4,3
house-20348,2745,4,3
house-20349,1022,2,1
house-20350,2659,4,2
house-20351,1597,3,2
house-20352,2066,2,1
house-20353,1465,3,3
house-20354,1039,3,3
house-20355,1302,4,3
house-20356,2704,5,1
house-20357,1174,4,3
house-20358,1998,5,3
house-20359,2555,2,1
house-20360,2484,3,2
house-20361,1620,3,2
house-20362,2216,4,1
house-20363,1243,5,3
house-20364,1835,3,3
house-20365,1279,3,2
house-20366,2763,5,3
house-20367,2059,3,2
house-20368,1556,3,2
house-20369,1897,3,3
house-20370,2563,5,2
house-20371,2177,5,2
house-20372,2046,2,1
house-20373,1718,3,3
house-20374,1931,3,1
house-20375,1090,2,3
house-20376,1389,5,3
house-20377,2954,5,3
house-20378,2382,4,3
house-20379,1549,5,2
house-20380,1930,4,1
house-20381,2251,2,1
house-20382,2225,5,2
house-20383,2373,2,1
house-20384,2844,4,1
house-20385,2789,3,3
house-20386,2061,3,3
house-20387,1732,2,3
house-20388,1499,3,3
house-20389,2722,2,2
house-20390,2066,4,2
house-20391,1870,3,2
house-20392,2649,4,1
house-20393,2795,5,3
house-20394,1516,3,1
house-20395,1067,3,3
house-20396,2763,3,3
house-20397,1122,2,1
house-20398,2708,5,1
house-20399,1335,5,1
house-20400,2176,5,2
house-20401,1973,4,1
house-20402,1778,5,2
house-20403,2692,2,1
house-20404,2185,2,2
house-20405,2237,4,1
house-20406,2933,4,2
house-20407,2399,5,1
house-20408,2943,5,3
house-20409,2466,2,1
house-20410,1422,2,1
house-20411,2561,5,3
house-20412,1938,2,3
house-20413,1803,4,2
house-20414,2958,2,3
house-20415,2724,5,2
house-20416,2935,4,1
house-20417,1633,2,3
house-20418,2253,4,2
house-20419,2082,5,1
house-20420,1095,2,2
house-20421,2285,5,1
house-20422,1353,3,2
house-20423,2335,5,1
house-20424,2159,3,1
house-20425,2885,4,2
house-20426,2818,4,1
house-20427,1966,3,2
house-20428,1922,4,1
house-20429,1472,4,3
house-20430,2655,5,3
house-20431,1429,3,2
house-20432,2960,2,3
house-20433,1974,4,3
house-20434,1536,4,1
house-20435,2877,2,3
house-20436,2169,5,2
house-20437,2547,5,2
house-20438,1086,5,1
house-20439,2970,2,3
house-20440,1108,5,1
house-20441,2446,4,3
house-20442,2368,5,3
house-20443,2289,4,3
house-20444,2757,2,1
house-20445,2609,5,1
house-20446,1993,5,3
house-20447,2517,4,2
house-20448,2356,2,3
house-20449,1821,5,2
house-20450,2436,2,3
house-20451,2637,4,3
house-20452,1936,4,2
house-20453,2004,5,2
house-20454,1648,2,1
house-20455,1190,4,2
house-20456,2996,2,3
house-20457,1932,3,1
house-20458,1141,3,3
house-20459,2892,5,1
house-20460,2096,2,3
house-20461,1839,2,2
house-20462,2190,4,3
house-20463,1167,2,3
house-20464,1565,2,1
house-20465,2282,4,2
house-20466,2462,5,2
house-20467,2134,4,3
house-20468,1743,3,3
house-20469,1672,2,1
house-20470,1863,2,1
house-20471,1838,5,2
house-20472,1530,3,2
house-20473,2313,2,1
house-20474,1973,4,1
house-20475,1561,2,3
house-20476,2533,5,3
house-20477,1174,4,1
house-20478,1301,2,1
house-20479,2719,5,1
house-20480,1184,3,3
house-20481,2362,4,2
house-20482,1509,4,1
house-20483,1818,3,3
house-20484,2333,4,2
house-20485,2530,5,1
house-20486,2369,3,2
house-20487,2104,2,3
house-20488,2397,5,3
house-20489,1155,3,1
house-20490,1786,2,2
house-20491,1794,5,2
house-20492,1431,5,2
house-20493,2523,4,2
house-20494,1760,4,3
house-20495,1146,3,2
house-20496,1480,2,1
house-20497,1434,5,3
house-20498,2542,5,1
house-20499,2692,3,2
house-20500,2706,4,2
house-20501,1068,5,3
house-20502,2629,5,2
house-20503,2904,4,1
house-20504,1874,2,3
house-20505,2911,2,2
house-20506,1185,4,1
house-20507,1903,5,2
house-20508,1681,4,2
house-20509,1203,2,2
house-20510,1553,3,2
house-20511,1012,3,1
house-20512,1665,2,3
house-20513,2297,2,1
house-20514,2321,2,1
house-20515,1050,4,3
house-20516,1499,3,3
house-20517,1368,2,2
house-20518,1723,5,2
house-20519,2679,3,1
house-20520,1356,4,2
house-20521,2026,5,3
house-20522,2277,4,3
house-20523,2498,2,2
house-20524,1846,2,1
house-20525,2529,2,2
house-20526,1255,5,3
house-20527,2633,2,3
house-20528,2708,3,1
house-20529,2173,2,3
house-20530,2511,3,1
house-20531,1278,5,1
house-20532,2082,4,2
house-20533,1445,4,2
house-20534,1112,3,1
house-20535,1835,5,2
house-20536,1754,3,3
house-20537,2845,2,1
house-20538,2592,2,1
house-20539,2512,2,2
house-20540,2430,4,1
house-20541,1366,3,1
house-20542,2083,5,1
house-20543,1328,3,2
house-20544,1727,3,1
house-20545,2492,3,1
house-20546,2768,2,1
house-20547,2005,2,2
house-20548,2590,3,1
house-20549,2908,2,1
house-20550,1719,4,2
house-20551,2086,2,1
house-20552,1183,4,1
house-20553,2022,4,1
house-20554,1310,3,1
house-20555,2816,3,1
house-20556,2561,2,3
house-20557,1176,5,1
house-20558,2598,3,3
house-20559,2452,4,3
house-20560,2096,4,3
house-20561,1846,2,3
house-20562,2190,4,3
house-20563,2248,3,2
house-20564,2600,2,2
house-20565,2604,2,2
house-20566,2975,5,3
house-20567,1008,2,1
house-20568,1235,5,1
house-20569,1709,3,1
house-20570,1923,4,1
house-20571,1684,3,2
house-20572,1793,2,3
house-20573,2051,5,2
house-20574,1807,4,1
house-20575,2934,2,3
house-20576,2669,3,1
house-20577,1026,2,2
house-20578,1549,5,2
house-20579,2219,3,2
house-20580,2226,2,1
house-20581,1084,5,3
house-20582,2855,2,3
house-20583,2053,5,2
house-20584,1465,2,3
house-20585,2122,3,1
house-20586,2922,3,3
house-20587,2213,3,1
house-20588,1011,3,2
house-20589,2626,3,2
house-20590,2012,4,2
house-20591,2053,2,3
house-20592,2748,3,1
house-20593,2061,4,2
house-20594,2876,4,1
house-20595,1571,2,2
house-20596,2317,5,1
house-20597,2383,2,2
house-20598,2678,2,1
house-20599,1913,5,1
house-20600,1179,5,1
house-20601,1796,3,3
house-20602,2135,5,2
house-20603,2765,5,1
house-20604,2467,2,3
house-20605,2044,2,3
house-20606,2168,2,3
house-20607,2522,5,1
house-20608,2169,4,1
house-20609,1440,3,3
house-20610,1886,2,2
house-20611,1420,4,1
house-20612,2339,3,1
house-20613,2189,2,2
house-20614,2675,4,1
house-20615,2226,3,2
house-20616,2519,2,2
house-20617,2779,2,1
house-20618,2648,4,3
house-20619,1467,5,1
house-20620,1712,5,3
house-20621,1384,2,1
house-20622,1313,4,3
house-20623,1770,5,2
house-20624,2278,5,3
house-20625,1958,5,3
house-20626,1916,4,1
house-20627,1022,4,2
house-20628,2928,3,3
house-20629,2781,5,3
house-20630,1338,4,1
house-20631,2516,3,2
house-20632,1822,2,3
house-20633,2534,3,1
house-20634,1365,5,2
house-20635,2395,4,3
house-20636,1914,5,3
house-20637,2853,5,3
house-20638,2622,2,3
house-20639,2242,4,3
house-20640,1474,4,2
house-20641,2446,2,3
house-20642,2379,4,3
house-20643,2483,3,3
house-20644,2526,5,3
house-20645,1026,2,1
house-20646,1941,2,2
house-20647,1801,5,2
house-20648,1800,2,2
house-20649,1859,4,3
house-20650,2246,4,2
house-20651,1863,5,3
house-20652,1689,2,3
house-20653,2171,3,1
house-20654,2447,5,3
house-20655,1738,4,2
house-20656,2374,4,3
house-20657,2209,4,2
house-20658,1414,3,3
house-20659,2829,4,1
house-20660,1981,5,3
house-20661,1428,5,2
house-20662,1040,5,1
house-20663,1904,4,3
house-20664,2011,3,1
house-20665,2416,3,3
house-20666,1702,4,1
house-20667,1078,2,3
house-20668,1716,2,2
house-20669,2919,5,3
house-20670,2813,3,2
house-20671,2807,4,3
house-20672,1543,3,3
house-20673,2473,3,2
house-20674,1473,2,2
house-20675,2165,3,2
house-20676,2274,3,2
house-20677,1293,4,3
house-20678,1609,4,3
house-20679,1135,3,3
house-20680,1483,3,2
house-20681,2812,4,3
house-20682,2335,2,3
house-20683,1813,4,1
house-20684,1554,4,1
house-20685,2655,4,2
house-20686,2755,4,2
house-20687,1045,4,1
house-20688,2259,2,3
house-20689,2071,5,3
house-20690,1197,4,2
house-20691,1083,4,3
house-20692,1542,2,3
house-20693,2184,5,1
house-20694,2451,3,1
house-20695,1070,2,2
house-20696,1519,4,2
house-20697,2992,3,1
house-20698,1897,2,3
house-20699,1912,3,1
house-20700,2075,2,1
house-20701,2068,2,2
house-20702,1292,3,3
house-20703,1937,5,2
house-20704,1811,3,2
house-20705,2488,3,1
house-20706,2908,5,1
house-20707,2573,3,2
house-20708,1866,5,1
house-20709,1379,5,1
house-20710,2006,5,3
house-20711,2766,4,3
house-20712,2501,2,2
house-20713,1261,4,3
house-20714,1579,2,2
house-20715,2202,4,3
house-20716,1356,5,1
house-20717,2442,4,1
house-20718,1697,2,2
house-20719,2976,4,3
house-20720,2224,3,1
house-20721,2925,3,2
house-20722,2036,5,3
house-20723,1442,4,1
house-20724,1725,4,3
house-20725,2755,2,2
house-20726,1285,2,2
house-20727,2779,4,2
house-20728,2891,2,1
house-20729,2281,3,2
house-20730,1569,3,3
house-20731,2571,5,1
house-20732,1839,3,2
house-20733,2964,2,2
house-20734,2513,2,1
house-20735,1497,2,2
house-20736,2928,2,3
house-20737,2917,4,1
house-20738,1704,4,3
house-20739,2356,4,3
house-20740,1561,4,2
house-20741,2998,3,1
house-20742,1031,2,2
house-20743,2633,3,3
house-20744,1042,2,2
house-20745,2916,4,2
house-20746,2374,3,3
house-20747,2357,2,2
house-20748,2845,4,3
house-20749,1558,5,1
house-20750,1269,2,3
house-20751,2967,5,1
house-20752,2846,2,3
house-20753,2436,4,3
house-20754,1942,3,2
house-20755,2598,2,1
house-20756,2042,5,3
house-20757,2370,4,2
house-20758,2928,2,2
house-20759,2636,5,1
house-20761,2642,5,2
house-20762,1091,2,3
house-20763,2843,3,1
house-20764,1184,3,1
house-20765,1727,3,1
house-20766,2051,3,1
house-20767,2571,4,2
house-20768,1371,3,1
house-20769,1831,2,2
house-20770,2553,4,2
house-20771,1344,2,2
house-20772,2442,5,2
house-20773,2219,3,1
house-20774,1077,2,2
house-20775,1166,2,3
house-20776,2113,2,3
house-20777,1263,5,3
house-20778,2495,5,3
house-20779,2231,5,2
house-20780,1723,2,3
house-20781,2294,5,3
house-20782,2286,3,2
house-20783,2529,5,1
house-20784,2808,5,1
house-20785,1511,2,1
house-20786,2877,2,1
house-20787,2749,2,2
house-20788,2909,2,2
house-20789,1575,3,1
house-20790,2547,2,3
house-20791,1721,4,2
house-20792,2335,4,3
house-20793,2197,2,3
house-20794,1430,2,3
house-20795,1767,3,1
house-20796,1462,4,1
house-20797,1100,5,1
house-20798,2039,3,3
house-20799,2732,5,3
house-20800,2281,2,2
house-20801,2919,4,2
house-20802,1243,5,1
house-20803,2371,4,2
house-20804,2272,5,3
house-20805,1104,3,3
house-20806,1693,2,3
house-20807,2690,4,1
house-20808,2310,3,2
house-20809,2192,4,3
house-20810,2443,5,1
house-20811,2070,5,1
house-20812,2066,2,2
house-20813,2344,5,3
house-20814,1817,2,1
house-20815,1220,2,1
house-20816,2536,3,3
house-20817,2735,2,1
house-20818,2464,3,1
house-20819,1143,4,2
house-20820,1889,5,2
house-20821,2051,5,2
house-20822,2877,5,2
house-20823,2873,2,2
house-20824,1789,3,3
house-20825,1552,3,1
house-20826,1843,3,3
house-20827,1658,2,3
house-20828,2880,5,2
house-20829,2713,5,3
house-20830,2850,3,1
house-20831,1836,2,3
house-20832,2018,5,3
house-20833,2953,2,2
house-20834,2190,4,3
house-20835,2658,4,3
house-20836,2609,2,2
house-20837,1750,4,1
house-20838,1248,5,2
house-20839,1774,3,2
house-20840,1763,2,3
house-20841,2380,4,2
house-20842,2134,3,2
house-20843,1691,5,1
house-20844,2723,5,3
house-20845,1819,2,1
house-20846,1718,3,1
house-20847,1233,5,2
house-20848,1023,2,1
house-20849,2049,4,1
house-20850,2404,3,2
house-20851,2753,5,2
house-20852,2005,4,3
house-20853,2369,3,2
house-20854,2401,3,2
house-20855,1521,3,2
house-20856,1016,5,3
house-20857,1244,3,1
house-20858,1717,4,2
house-20859,1769,5,3
house-20860,2647,3,2
house-20861,1716,4,1
house-20862,2562,5,1
house-20863,2992,3,2
house-20864,2606,2,2
house-20865,2711,2,3
house-20866,2225,3,1
house-20867,2271,2,2
house-20868,1117,5,2
house-20869,1008,3,2
house-20870,1597,4,2
house-20871,1022,2,3
house-20872,2990,3,3
house-20873,1239,5,1
house-20874,2608,3,1
house-20875,1026,4,3
house-20876,1983,4,1
house-20877,2884,3,3
house-20878,2104,3,2
house-20879,2619,3,2
house-20880,1198,3,3
house-20881,2578,5,2
house-20882,1774,3,2
house-20883,1091,5,3
house-20884,1850,3,2
house-20885,2982,5,1
house-20886,2107,4,2
house-20887,1299,2,1
house-20888,2958,3,3
house-20889,1295,3,1
house-20890,1646,4,2
house-20891,2477,2,1
house-20892,2304,4,2
house-20893,2000,4,2
house-20894,2082,3,1
house-20895,1908,3,2
house-20896,1870,4,1
house-20897,2365,3,2
house-20898,1752,3,3
house-20899,2488,3,3
house-20900,2903,2,1
house-20901,1341,2,1
house-20902,2633,3,3
house-20903,1061,4,3
house-20904,1775,2,3
house-20905,1624,4,3
house-20906,2452,5,2
house-20907,2681,5,1
house-20908,2751,3,1
house-20909,1255,4,3
house-20910,1827,4,1
house-20911,2013,5,1
house-20912,2851,2,2
house-20913,2897,4,2
house-20914,2793,4,1
house-20915,2729,2,2
house-20916,2370,3,3
house-20917,2549,5,1
house-20918,2327,4,2
house-20919,1614,3,2
house-20920,1244,3,1
house-20921,1756,3,1
house-20922,1823,2,3
house-20923,1779,3,2
house-20924,2759,4,1
house-20925,1731,3,2
house-20926,2846,3,2
house-20927,2435,3,2
house-20928,1877,5,2
house-20929,2240,4,1
house-20930,1515,5,1
house-20931,1473,5,3
house-20932,1035,3,1
house-20933,2201,3,2
house-20934,2410,3,3
house-20935,2792,2,1
house-20936,2040,4,1
house-20937,2734,2,3
house-20938,1829,4,1
house-20939,2071,3,1
house-20940,2085,4,1
house-20941,2092,4,2
house-20942,2682,5,3
house-20943,2894,4,3
house-20944,1365,4,2
house-20945,2185,5,3
house-20946,2762,2,1
house-20947,1944,4,2
house-20948,1975,2,2
house-20949,2511,2,2
house-20950,1430,3,3
house-20951,1858,4,2
house-20952,2512,5,2
house-20953,1229,5,2
house-20954,1369,3,3
house-20955,1177,5,3
house-20956,2880,4,3
house-20957,2433,2,2
house-20958,1567,2,1
house-20959,2613,5,3
house-20960,2293,5,1
house-20961,2229,5,1
house-20962,1792,2,3
house-20963,2763,4,3
house-20964,1899,4,1
house-20965,2774,4,3
house-20966,1974,4,1
house-20967,2823,4,1
house-20968,1081,3,2
house-20969,1845,5,1
house-20970,1761,4,2
house-20971,2216,3,2
house-20972,1617,4,3
house-20973,2212,5,3
house-20974,2299,4,1
house-20975,2097,4,3
house-20976,2033,4,3
house-20977,2658,5,3
house-20978,1215,2,3
house-20979,1289,5,1
house-20980,1444,2,2
house-20981,1922,3,2
house-20982,1551,3,2
house-20983,1192,4,3
house-20984,2662,4,3
house-20985,1288,4,1
house-20986,2987,5,2
house-20987,1582,4,1
house-20988,2672,2,2
house-20989,2167,3,1
house-20990,2412,3,1
house-20991,2889,3,1
house-20992,2915,2,2
house-20993,2430,4,3
house-20994,2834,2,2
house-20995,2393,2,3
house-20996,1856,5,1
house-20997,2464,5,2
house-20998,2970,3,3
house-20999,1780,2,2
house-21000,1895,3,2
house-21001,1919,2,2
house-21002,2674,3,1
house-21003,1563,3,3
house-21004,2552,4,1
house-21005,2700,3,3
house-21006,1012,5,1
house-21007,2725,2,2
house-21008,1986,3,1
house-21009,1339,2,2
house-21010,1864,3,3
house-21011,2897,5,3
house-21012,2887,4,2
house-21013,2799,4,2
house-21014,1311,2,1
house-21015,1732,3,1
house-21016,2127,5,1
house-21017,1338,2,3
house-21018,2221,4,2
house-21019,1299,2,3
house-21020,2467,2,2
house-21021,1358,3,2
house-21022,2391,5,3
house-21023,1168,4,1
house-21024,2172,4,1
house-21025,1760,5,3
house-21026,1767,3,2
house-21027,1981,5,3
house-21028,1041,5,1
house-21029,1201,3,2
house-21030,1969,3,3
house-21031,2267,4,1
house-21032,2692,4,2
house-21033,1463,3,3
house-21034,1448,2,3
house-21035,1912,4,1
house-21036,1797,3,3
house-21037,1793,3,3
house-21038,1436,2,3
house-21039,2916,5,3
house-21040,2773,3,1
house-21041,1530,2,2
house-21042,1564,2,2
house-21043,2620,4,3
house-21044,2296,3,1
house-21045,2453,4,3
house-21046,1871,5,3
house-21047,1212,5,3
house-21048,1948,4,3
house-21049,2896,4,2
house-21050,2127,3,3
house-21051,1191,3,3
house-21052,2964,3,3
house-21053,2712,5,2
house-21054,2682,4,1
house-21055,2403,2,1
house-21056,2990,4,1
house-21057,2104,2,1
house-21058,1704,3,1
house-21059,1548,3,3
house-21060,2400,4,3
house-21061,2861,2,1
house-21062,1153,5,2
house-21063,2665,3,3
house-21064,1570,3,1
house-21065,2759,4,2
house-21066,2784,4,1
house-21067,1239,5,2
house-21068,1373,4,1
house-21069,2924,5,3
house-21070,1804,2,1
house-21071,1798,5,1
house-21072,2227,2,1
house-21073,1610,3,1
house-21074,2373,4,1
house-21075,1687,3,2
house-21076,1773,5,3
house-21077,2806,5,3
house-21078,1142,5,3
house-21079,2212,2,2
house-21080,1271,3,1
house-21081,2555,3,3
house-21082,2868,5,2
house-21083,2323,4,1
house-21084,1425,3,3
house-21085,1045,4,2
house-21086,1094,3,2
house-21087,2953,5,3
house-21088,1063,5,1
house-21089,1412,3,2
house-21090,2666,2,2
house-21091,2032,2,1
house-21092,1458,3,2
house-21093,2738,5,1
house-21094,2432,3,3
house-21095,1469,4,1
house-21096,1809,5,2
house-21097,1505,2,1
house-21098,2709,2,1
house-21099,2096,3,1
house-21100,1083,4,1
house-21101,1058,5,2
house-21102,2044,2,3
house-21103,2481,3,3
house-21104,1917,3,1
house-21105,1156,5,3
house-21106,2854,3,2
house-21107,2352,3,2
house-21108,2596,3,3
house-21109,1575,2,3
house-21110,1836,2,2
house-21111,1679,4,1
house-21112,1202,5,1
house-21113,2664,5,2
house-21114,2780,5,3
house-21115,2129,5,3
house-21116,2856,3,3
house-21117,2145,5,3
house-21118,1317,4,3
house-21119,2205,5,3
house-21120,2638,5,3
house-21121,2339,3,3
house-21122,2837,3,1
house-21123,2796,3,1
house-21124,2648,4,3
house-21125,1405,3,3
house-21126,1985,5,1
house-21127,1948,4,2
house-21128,2093,2,1
house-21129,2183,3,3
house-21130,2263,4,1
house-21131,2546,2,3
house-21132,2161,3,1
house-21133,1494,2,1
house-21134,1678,3,1
house-21135,2270,4,3
house-21136,2889,3,2
house-21137,2566,3,3
house-21138,2547,4,2
house-21139,2266,4,2
house-21140,2643,5,2
house-21141,2359,5,2
house-21142,2445,4,2
house-21143,1834,3,2
house-21144,1193,2,3
house-21145,1307,4,3
house-21146,2668,2,1
house-21147,2930,5,2
house-21148,1505,5,3
house-21149,1280,4,3
house-21150,2826,4,3
house-21151,1674,3,3
house-21152,2813,5,1
house-21153,1932,5,3
house-21154,2462,4,1
house-21155,1714,2,2
house-21156,1607,3,1
house-21157,1482,4,3
house-21158,2246,2,2
house-21159,2772,3,1
house-21160,1116,2,1
house-21161,1967,3,1
house-21162,1191,3,3
house-21163,1787,3,2
house-21164,1617,5,1
house-21165,1515,4,3
house-21166,2553,5,2
house-21167,1306,5,1
house-21168,2987,3,2
house-21169,1531,4,3
house-21170,1121,4,2
house-21171,1648,4,2
house-21172,1591,4,2
house-21173,2177,3,1
house-21174,1869,4,1
house-21175,2560,2,1
house-21176,2475,2,1
house-21177,2192,5,1
house-21178,1058,3,1
house-21179,1300,5,1
house-21180,1552,5,3
house-21181,2573,4,3
house-21182,2140,2,2
house-21183,2810,2,2
house-21184,2805,4,3
house-21185,2150,4,3
house-21186,2428,3,2
house-21187,1398,2,3
house-21188,1514,5,3
house-21189,1804,5,3
house-21190,2908,3,2
house-21191,1497,2,2
house-21192,1941,4,1
house-21193,1527,5,2
house-21194,1397,2,1
house-21195,2288,2,3
house-21196,2774,2,1
house-21197,2286,4,3
house-21198,2421,5,1
house-21199,2669,4,3
house-21200,2748,2,2
house-21201,2550,2,1
house-21202,1435,5,1
house-21203,1839,5,3
house-21204,2953,4,3
house-21205,1359,4,2
house-21206,2152,4,1
house-21207,1863,2,2
house-21208,1633,5,2
house-21209,2264,3,2
house-21210,2650,5,3
house-21211,2732,5,2
house-21212,2245,5,2
house-21213,1213,3,3
house-21214,1915,4,3
house-21215,1591,3,2
house-21216,2798,5,1
house-21217,1134,5,1
house-21218,2841,2,3
house-21219,1753,5,2
house-21220,1385,3,1
house-21221,2326,3,1
house-21222,2805,3,2
house-21223,2310,4,1
house-21224,2585,2,1
house-21225,2212,4,3
house-21226,2320,3,1
house-21227,2549,4,1
house-21228,1388,2,3
house-21229,2482,2,1
house-21230,1743,2,3
house-21231,2284,2,2
house-21232,1703,3,1
house-21233,1924,5,1
house-21234,2738,3,3
house-21235,1772,3,1
house-21236,2136,3,1
house-21237,2909,3,3
house-21238,1863,4,1
house-21239,2059,2,3
house-21240,1078,5,1
house-21241,2298,5,2
house-21242,2983,5,3
house-21243,2301,3,2
house-21244,1673,2,2
house-21245,1311,2,3
house-21246,2552,5,2
house-21247,1203,5,1
house-21248,1984,3,3
house-21249,2975,5,1
house-21250,1016,3,2
house-21251,2737,5,3
house-21252,1475,2,2
house-21253,2534,2,1
house-21254,2016,2,3
house-21255,1209,4,2
house-21256,1498,5,3
house-21257,2425,4,2
house-21258,1428,2,1
house-21259,2101,5,3
house-21260,2591,4,2
house-21261,2103,2,2
house-21262,2329,2,1
house-21263,1057,5,3
house-21264,2553,5,2
house-21265,2231,3,1
house-21266,2534,5,3
house-21267,2158,2,2
house-21268,2867,3,2
house-21269,1993,3,3
house-21270,1521,5,3
house-21271,1580,2,2
house-21272,2876,4,1
house-21273,1898,2,1
house-21274,2106,2,1
house-21275,1620,5,3
house-21276,2067,4,2
house-21277,2506,3,1
house-21278,1965,4,3
house-21279,1909,5,2
house-21280,2667,2,2
house-21281,1492,2,3
house-21282,1498,4,3
house-21283,2041,4,1
house-21284,1604,5,2
house-21285,1947,4,2
house-21286,1293,5,2
house-21287,2999,3,2
house-21288,2171,4,1
house-21289,2495,2,2
house-21290,1171,4,3
house-21291,2586,2,1
house-21292,1530,3,2
house-21293,2143,3,1
house-21294,2859,4,1
house-21295,2760,5,1
house-21296,1065,2,3
house-21297,1140,3,1
house-21298,1445,4,2
house-21299,2529,3,2
house-21300,1188,4,2
house-21301,1157,2,1
house-21302,2633,4,2
house-21303,1669,2,1
house-21304,2970,3,1
house-21305,1245,2,1
house-21306,1855,2,2
house-21307,1943,5,1
house-21308,1747,3,3
house-21309,2056,2,3
house-21310,2384,5,1
house-21311,2776,5,2
house-21312,1329,2,1
house-21313,1511,4,1
house-21314,1849,2,3
house-21315,2810,4,2
house-21316,2094,2,2
house-21317,2336,3,1
house-21318,2938,5,2
house-21319,2751,2,1
house-21320,1078,2,1
house-21321,1168,2,3
house-21322,1809,4,2
house-21323,1982,3,2
house-21324,1179,3,3
house-21325,2651,2,2
house-21326,1259,5,1
house-21327,2509,5,2
house-21328,2795,2,2
house-21329,2028,4,2
house-21330,1296,5,1
house-21331,1619,3,2
house-21332,1854,5,1
house-21333,1359,5,3
house-21334,1116,2,1
house-21335,1356,5,3
house-21336,1956,2,3
house-21337,2866,3,1
house-21338,1438,5,1
house-21339,2354,2,3
house-21340,2548,2,3
house-21341,2677,3,2
house-21342,2211,5,1
house-21343,2991,4,3
house-21344,2304,5,1
house-21345,2534,2,1
house-21346,2489,2,3
house-21347,2138,3,3
house-21348,2963,3,1
house-21349,2259,4,2
house-21350,2361,4,3
house-21351,1521,2,1
house-21352,1198,4,2
house-21353,2787,4,1
house-21354,2073,4,1
house-21355,2963,5,3
house-21356,2165,5,2
house-21357,2806,2,1
house-21358,2551,5,2
house-21359,2537,4,2
house-21360,1669,4,3
house-21361,2053,4,1
house-21362,2105,5,1
house-21363,1030,3,3
house-21364,2771,4,3
house-21365,2007,4,1
house-21366,1332,3,3
house-21367,1659,3,1
house-21368,1176,2,2
house-21369,1369,2,2
house-21370,1546,5,3
house-21371,1534,3,2
house-21372,2129,2,1
house-21373,1096,4,2
house-21374,1229,2,2
house-21375,1226,4,2
house-21376,1370,4,1
house-21377,2123,4,3
house-21378,2468,5,1
house-21379,2491,3,3
house-21380,1054,5,2
house-21381,2218,2,2
house-21382,2543,2,2
house-21383,1423,3,1
house-21384,1314,3,2
house-21385,2151,2,1
house-21386,1031,3,1
house-21387,1092,3,3
house-21388,1518,4,3
house-21389,2281,5,3
house-21390,1852,5,3
house-21391,2925,5,1
house-21392,2243,4,1
house-21393,1751,4,3
house-21394,2129,3,3
house-21395,2571,3,3
house-21396,1415,4,3
house-21397,1556,4,3
house-21398,2833,2,3
house-21399,2332,4,3
house-21400,1365,4,2
house-21401,2544,5,3
house-21402,2482,2,3
house-21403,1598,5,1
house-21404,2393,5,3
house-21405,1330,2,3
house-21406,1688,2,3
house-21407,2665,2,1
house-21408,2730,3,1
house-21409,1010,2,2
house-21410,1817,5,1
house-21411,2530,2,1
house-21412,1418,3,2
house-21413,2145,5,1
house-21414,1910,2,2
house-21415,2258,2,2
house-21416,2354,5,1
house-21417,2566,5,1
house-21418,1347,2,2
house-21419,1957,3,2
house-21420,1411,5,2
house-21421,2247,4,2
house-21422,1152,2,1
house-21423,2235,5,3
house-21424,1091,5,2
house-21425,2944,2,1
house-21426,1330,2,2
house-21427,2490,2,3
house-21428,2883,3,1
house-21429,2664,4,1
house-21430,1954,5,3
house-21431,2732,2,3
house-21432,1969,2,1
house-21433,1553,3,3
house-21434,2901,4,1
house-21435,1929,5,3
house-21436,2251,4,2
house-21437,1193,4,2
house-21438,1529,2,1
house-21439,1844,2,1
house-21440,2266,2,1
house-21441,2412,3,2
house-21442,2299,3,2
house-21443,2473,3,1
house-21444,1638,2,3
house-21445,2610,2,1
house-21446,2597,2,1
house-21447,1477,4,1
house-21448,1479,3,3
house-21449,1287,3,2
house-21450,1697,4,3
house-21451,2713,5,2
house-21452,2701,4,2
house-21453,1694,4,3
house-21454,1539,2,2
house-21455,1329,5,3
house-21456,1469,4,2
house-21457,2782,5,1
house-21458,1848,5,2
house-21459,1533,2,3
house-21460,2962,5,2
house-21461,1466,2,1
house-21462,1976,3,3
house-21463,1419,4,1
house-21464,2631,2,1
house-21465,2145,2,1
house-21466,1761,4,3
house-21467,2005,2,2
house-21468,1890,5,1
house-21469,1307,2,3
house-21470,2955,2,2
house-21471,1923,5,2
house-21472,1333,4,3
house-21473,1953,2,3
house-21474,2443,3,2
house-21475,2349,4,2
house-21476,2021,3,1
house-21477,2672,3,2
house-21478,1788,3,1
house-21479,1831,2,1
house-21480,1843,5,2
house-21481,2596,2,3
