house_id,Neighborhood,YearBuilt,Price
house-34330,Suburb,2000,162030.56036084366
house-9994,Urban,1967,199556.57717718775
house-28107,Urban,1979,165741.78270178166
house-45356,Rural,2017,351751.77616635896
house-30280,Rural,1974,179489.93149954698
house-32089,Suburb,1951,291395.52899294824
house-40123,Rural,2020,297233.1381991921
house-17302,Suburb,2009,218347.5714333313
house-28393,Rural,1958,310803.40859667165
house-22218,Urban,1988,229303.76288191343
house-24527,Suburb,2004,216919.9893583593
house-30865,Rural,2016,227857.716480939
house-48296,Rural,1968,168509.10648203047
house-4860,Rural,2009,306545.1981991349
house-19364,Suburb,1988,215176.544804183
house-47078,Suburb,1950,131353.95678481978
house-13331,Rural,1963,141273.01516188766
house-19841,Urban,2000,153647.92586276776
house-21046,Rural,1977,262528.06000299426
house-20020,Urban,2001,104888.78859354956
house-29550,Rural,2016,229001.99071994616
house-28371,Suburb,1968,281553.6695178955
house-22081,Urban,2011,166257.6045221098
house-41669,Rural,1955,227452.2180515463
house-33481,Suburb,1993,137590.52578324452
house-8520,Urban,1989,161506.22655485448
house-21739,Rural,2006,170665.1618825166
house-32252,Urban,1977,77529.4965379573
house-13926,Rural,1968,89085.24043843577
house-30526,Urban,1996,232977.33834064877
house-21171,Urban,1991,200983.2286315614
house-10382,Urban,1966,175510.24842943784
house-7695,Rural,1975,158448.02193617442
house-18689,Suburb,2007,298847.55184786505
house-124,Rural,2003,242865.26019000952
house-9615,Rural,1960,278947.3023126007
house-19624,Urban,2016,250831.3185990881
house-42554,Urban,1995,229927.57241423117
house-18500,Urban,2012,162363.737522745
house-21403,Rural,1983,153598.89413057637
house-41515,Suburb,1972,180421.6432266356
house-30687,Suburb,1968,303950.7808823286
house-10171,Rural,1968,115125.88206477532
house-16801,Rural,2005,281655.8761291182
house-3052,Urban,1974,168264.02545495314
house-5603,Rural,2015,171488.99020490184
house-666,Rural,2014,226047.232175168
house-30254,Rural,2003,237574.28949638363
house-9725,Rural,1984,229781.02319932895
house-48896,Suburb,1966,220989.6615840128
house-39583,Rural,1989,99542.25900911578
house-3190,Suburb,2019,200556.9062029506
house-22088,Suburb,1972,176024.86173507795
house-8929,Urban,1956,379121.0099724821
house-41517,Urban,2011,277111.5958952541
house-11541,Rural,1970,194083.2564900926
house-11630,Suburb,1977,292558.816438913
house-45502,Suburb,2002,246870.62613299463
house-13844,Urban,2012,283288.561052134
house-23882,Urban,1966,100057.27236721644
house-49139,Rural,2002,141287.1026170542
house-38593,Rural,1990,396933.0890761996
house-41612,Urban,1951,377312.5614500739
house-5167,Suburb,1993,215841.59806906327
house-41523,Urban,1967,160153.91328467245
house-26874,Rural,1954,118484.05100453396
house-15325,Rural,1955,259683.4640053691
house-1482,Rural,1963,211128.2200807417
house-6718,Suburb,2010,342146.80673865683
house-16500,Rural,1951,174992.6292802512
house-13870,Urban,2014,317052.0757578125
house-22051,Urban,1963,346195.864005646
house-49422,Rural,1966,239016.8488133115
house-19674,Rural,1961,346236.6336681208
house-22024,Rural,1970,201209.05482653028
house-30510,Suburb,1996,340761.55364398577
house-45683,Rural,1960,194963.441806136
house-27936,Suburb,2006,280051.41478415375
house-2677,Urban,1969,95002.72213510808
house-25200,Urban,1956,241334.8963551772
house-3857,Rural,2007,184503.3401601976
house-44457,Suburb,1966,190994.67959310656
house-1625,Rural,1984,125234.80757869492
house-34775,Rural,1991,266147.8881362548
house-38835,Rural,2021,285295.7281508124
house-42217,Urban,1958,247115.709957828
house-6041,Urban,2004,277765.85498754523
house-42738,Rural,1978,217916.0069365087
house-31066,Suburb,1970,270449.7095884007
house-2977,Rural,2007,189121.51774603748
house-23249,Suburb,2008,305422.29741952044
house-42611,Urban,2009,162537.87179012303
house-44066,Suburb,1991,219410.86121064704
house-45510,Urban,2013,306821.488673834
house-42564,Rural,1955,251367.33030017317
house-14716,Urban,2007,380880.8191925028
house-16658,Rural,2006,256513.49039553048
house-48270,Suburb,1953,362084.7954169394
house-5163,Urban,1959,78066.6368320564
house-43371,Urban,2012,245488.22317782475
house-37942,Suburb,1975,319753.0199450481
house-21920,Suburb,1971,248973.6873677845
house-19656,Urban,1975,178304.651915568
house-19091,Urban,1966,232544.2781889189
house-13023,Rural,1972,329187.9697216129
house-5542,Rural,1952,332215.1837019673
house-40044,Suburb,1980,320354.1511983091
house-43847,Suburb,1963,323708.2438990481
house-229,Rural,1986,205543.4524987724
house-47274,Urban,1962,361694.0832229226
house-46518,Suburb,1998,72521.1687210386
house-24401,Urban,2005,229369.17261781136
house-5475,Suburb,1982,196248.1520583735
house-12454,Suburb,1964,338829.34929268545
house-47009,Suburb,1963,368306.9429945073
house-1385,Suburb,2013,310691.4933075554
house-18021,Urban,2004,290088.92116254795
house-24508,Suburb,1951,281672.4279834333
house-41961,Rural,1965,249257.54536779944
house-18157,Urban,1997,239441.41383322925
house-14163,Rural,1990,174667.4139080731
house-39915,Urban,1960,352809.78436997085
house-5662,Rural,1967,254232.53531200072
house-9890,Urban,1996,282137.81374288216
house-714,Rural,1969,287191.8105601077
house-18117,Rural,1971,210252.0607809513
house-22598,Suburb,1962,71374.87140000635
house-14503,Urban,1963,224993.07883870765
house-39056,Urban,1984,224072.4018861351
house-12366,Suburb,1981,140705.0889924153
house-42109,Rural,1971,106948.5909939244
house-24,Rural,2013,151733.92248999208
house-13506,Rural,2007,298827.1691614048
house-19119,Urban,2006,208657.70598976425
house-38964,Urban,2011,329714.95774695254
house-48623,Suburb,2015,188652.45509600488
house-23866,Suburb,1993,175076.5857251284
house-48336,Urban,1965,242910.05142049512
house-29572,Rural,1986,301331.4560755042
house-45979,Urban,2001,168606.21474576433
house-41,Suburb,1966,164855.98777549056
house-16195,Urban,2015,304931.45245427056
house-2149,Urban,2003,105445.78909479742
house-9999,Urban,2008,160967.26381720882
house-10644,Rural,2002,132583.59831186043
house-966,Rural,1961,260744.77494843025
house-32105,Rural,1978,207110.728138729
house-43601,Rural,2010,292630.5309207147
house-10320,Urban,1979,229665.87383042029
house-32891,Suburb,1959,170418.4617898108
house-28848,Rural,1981,364323.9193964643
house-04,Urban,1996,206786.78715332696
house-24414,Suburb,1956,58394.32491268358
house-33121,Urban,1996,75043.57499841509
house-44425,Suburb,1960,239998.61527014995
house-23376,Urban,1963,155515.0150977831
house-6783,Urban,1989,44103.4408629415
house-34495,Suburb,1966,106557.6648602333
house-32752,Rural,2014,197431.38774009477
house-32927,Urban,1988,297091.53135730175
house-15119,Urban,1954,365803.3257222817
house-43116,Suburb,1967,135545.37884159276
house-19321,Suburb,2005,169819.4205497245
house-32877,Urban,2001,73563.64457420835
house-270,Urban,2013,315304.2483174342
house-27693,Suburb,1959,104149.4437399001
house-37929,Suburb,1999,146999.8418908836
house-13637,Urban,2006,268603.9479049797
house-8920,Suburb,2003,329665.3555397176
house-28419,Urban,2015,285552.0173352069
house-7514,Urban,2006,117333.4020067445
house-25831,Rural,1994,278756.8407239389
house-17309,Urban,1966,160175.713628472
house-20951,Suburb,2007,195820.5205835128
house-46726,Rural,2015,318206.13209498435
house-36149,Suburb,2010,237737.7929718573
house-25258,Suburb,1951,81000.90877044402
house-45024,Suburb,1969,330047.16998784407
house-38357,Suburb,2008,342591.73277734773
house-6886,Suburb,2017,166092.30330056528
house-48392,Suburb,1979,346851.8934321383
house-29593,Urban,1958,269146.9492813671
house-35865,Rural,2001,146685.05535569793
house-24539,Rural,1983,267110.90007760987
house-29687,Rural,1969,141223.36425579074
house-45526,Suburb,1978,110990.46614486328
house-1132,Rural,2013,291911.78517840937
house-30038,Rural,1960,317127.43841657543
house-22569,Urban,1996,312211.15576211
house-10918,Rural,1955,150919.22937216127
house-23592,Rural,1956,264574.9571289401
house-1600,Urban,1958,254806.88793465792
house-49080,Rural,1990,214577.77018380896
house-15321,Urban,1973,281179.0070827319
house-44217,Suburb,1952,201467.97467466
house-41482,Suburb,2009,192100.31013890356
house-19505,Urban,1969,102754.16462240632
house-3259,Rural,1989,203422.2553533653
house-23598,Urban,1956,262914.85389639944
house-220,Urban,2018,231642.41525201904
house-3156,Rural,2009,194148.8068355202
house-15595,Urban,1979,303131.0025167634
house-48586,Suburb,1979,215949.70353958305
house-11107,Urban,1992,123473.29161558532
house-19809,Urban,1973,88946.02275434436
house-16499,Urban,1991,334436.9252099846
house-1803,Suburb,2013,365884.7706756808
house-29881,Urban,1983,352972.79453569214
house-12711,Suburb,1969,264353.002792122
house-9418,Urban,1977,300063.8579796587
house-26048,Urban,1958,251883.30805677327
house-7170,Rural,2007,348078.75294788176
house-49703,Rural,1984,118030.73990019926
house-25923,Suburb,1971,283760.04206592275
house-18595,Rural,2007,282269.53643186216
house-9701,Suburb,1957,346227.4195431051
house-16000,Rural,1985,269720.7889242128
house-34932,Rural,1981,292756.7228046203
house-35782,Suburb,1975,323044.14943830523
house-26702,Rural,2020,208161.26189378448
house-15381,Suburb,1965,115917.72512321796
house-38717,Urban,1992,158338.15524493044
house-48141,Rural,1955,41762.55881406319
house-5358,Suburb,2016,228590.408756946
house-29989,Rural,2002,89127.78364559013
house-9935,Suburb,1976,226024.19985794323
house-19047,Suburb,2006,106235.53379983864
house-31392,Urban,1963,433312.2585570336
house-35985,Suburb,1953,280311.19201766234
house-40546,Suburb,1993,175300.6718220941
house-2219,Rural,1988,236909.55690976128
house-4314,Suburb,1954,348097.16573025845
house-10209,Rural,1998,196425.4975055237
house-37803,Rural,1980,304984.7466104064
house-2180,Urban,1967,302880.49683697894
house-4582,Rural,2016,166025.26371825868
house-20088,Urban,1969,313796.06324775296
house-19516,Suburb,2014,258237.91458010804
house-40788,Suburb,1951,236922.71377872152
house-34009,Rural,2000,201249.61365539103
house-5490,Rural,1983,233823.45785276743
house-30213,Rural,1951,153492.67151107968
house-36013,Suburb,2009,139791.17873548812
house-47005,Suburb,1954,122771.42343702886
house-25751,Urban,1990,193339.10034841468
house-3667,Suburb,1977,144098.64968476212
house-12022,Suburb,2012,201203.4582500016
house-230,Suburb,1950,248155.87168453963
house-15615,Urban,2018,171326.21336739382
house-16476,Suburb,2010,104736.93021423064
house-39845,Suburb,1989,157964.1263429949
house-32648,Rural,2014,340157.4105234837
house-47890,Rural,1982,261908.74624860057
house-47473,Suburb,1964,251721.63880282585
house-31518,Urban,1974,267971.8443394953
house-10733,Urban,2005,174551.386796767
house-14699,Suburb,1987,124600.2337006061
house-25525,Rural,2011,307024.3721175448
house-46939,Suburb,1955,145806.43641691396
house-32635,Urban,1972,242943.2713097995
house-37079,Urban,1959,312788.7375290516
house-30986,Urban,1954,251814.95340051167
house-10824,Rural,1973,243482.24823255173
house-6434,Urban,2016,161573.52703933
house-30252,Rural,1966,209206.52594200347
house-16435,Urban,1953,278258.5570178535
house-4755,Urban,1963,239499.1325290898
house-7258,Rural,1956,145979.61863049786
house-26340,Rural,1985,196367.3776312197
house-12940,Rural,1972,222154.619785527
house-32524,Urban,1991,168443.27697555273
house-49828,Suburb,1952,122801.23152237064
house-4123,Suburb,1957,199955.3304992428
house-16598,Rural,2008,305574.0155726722
house-36195,Suburb,1967,299861.8047111823
house-14946,Suburb,2003,305296.25044465344
house-25142,Rural,1979,360981.5621926768
house-35235,Urban,1976,170032.91485258855
house-16956,Rural,1994,148693.628548074
house-48503,Urban,1986,122898.50210063436
house-46423,Rural,1954,209235.4968416252
house-34852,Rural,1999,58890.68620054179
house-40978,Urban,1972,194055.9696000696
house-29244,Suburb,1966,209067.4241061512
house-27948,Urban,1990,142545.33328040413
house-42435,Urban,1988,148853.66072045427
house-1793,Suburb,2017,179387.63323212907
house-34031,Rural,1980,211185.87232584943
house-668,Suburb,1988,270138.59707251686
house-32320,Suburb,1956,156629.9690658191
house-49491,Urban,1951,136150.1076799003
house-23630,Rural,1997,86912.13641692423
house-1711,Rural,2001,299697.59264843544
house-43054,Urban,2000,177709.22099966684
house-4221,Urban,1999,157517.30861550814
house-42729,Rural,2010,134850.39770630855
house-33210,Suburb,1965,229084.7344036892
house-15780,Urban,1957,266651.2101199063
house-26518,Rural,2002,259731.336676746
house-12393,Suburb,1962,265961.7571943131
house-44283,Urban,2011,325580.29087049514
house-15133,Suburb,1992,205121.1776385418
house-7843,Urban,1973,159599.00291219304
house-33845,Rural,1986,181716.76713247324
house-34622,Suburb,1990,66110.5823677553
house-35444,Rural,2001,210371.11655138555
house-38658,Urban,1961,179108.25258006487
house-18987,Suburb,2017,87436.43963127174
house-2425,Urban,1960,188989.10431960312
house-23753,Urban,2001,334794.6241055806
house-14950,Rural,1999,208125.93239255
house-20521,Urban,1969,254698.64973671088
house-19990,Urban,1959,311932.18929115706
house-39886,Rural,2001,249452.81859430595
house-37649,Urban,2005,161819.03196098618
house-47568,Suburb,1971,238042.8836424736
house-47782,Rural,2005,125108.96354855988
house-35913,Rural,2015,152086.4664539609
house-43256,Suburb,1996,166259.0157062628
house-46135,Rural,2015,134401.25592113755
house-24313,Suburb,1962,329283.91497519653
house-34236,Rural,2000,317425.19427357457
house-17763,Urban,1966,179739.0044089498
house-26725,Urban,1950,356475.92504672153
house-9453,Urban,2005,333312.60458200047
house-24226,Rural,2008,217512.03715432365
house-3874,Suburb,2001,250110.5778115912
house-2678,Suburb,1969,144753.64372091598
house-4350,Rural,1952,317102.3853289411
house-40226,Rural,1995,259968.1667627833
house-34137,Suburb,1999,410030.09881291294
house-14912,Rural,2015,172119.6987810163
house-40972,Suburb,2015,95322.72142644516
house-27128,Suburb,1983,295984.481667837
house-3713,Urban,1970,125095.54857793692
house-16674,Urban,2001,155598.0379198677
house-11335,Rural,1965,176624.32963849194
house-38381,Rural,1968,192915.93500761935
house-13839,Urban,2005,166775.78532248037
house-6478,Urban,1960,268696.12713972497
house-14472,Rural,1952,289180.624951792
house-32287,Urban,1982,114972.99481521155
house-6049,Suburb,1999,297359.5800822455
house-36119,Suburb,2004,261521.3011711311
house-10414,Suburb,1963,287318.21987999906
house-43444,Urban,1999,178134.08915441384
house-561,Suburb,1995,234126.80566940556
house-25916,Suburb,1970,136073.959658038
house-21312,Urban,2003,151003.3778968694
house-27884,Rural,2016,251884.705808034
house-32941,Rural,1972,374285.585034306
house-1661,Rural,2007,177225.0105645699
house-13401,Urban,1971,285884.9101350558
house-23894,Urban,2008,219016.89709169368
house-6969,Suburb,1962,225603.30205541497
house-780,Rural,2009,241160.6363713378
house-27737,Urban,2007,166761.2445923949
house-49428,Rural,1998,88834.94439182525
house-12993,Rural,1999,276594.85297728376
house-16915,Rural,1973,203959.77746837251
house-34048,Urban,1957,211829.3317782097
house-15875,Suburb,1975,228062.5457487472
house-23498,Urban,1974,258832.3833065289
house-43883,Rural,1960,208486.9328179797
house-4254,Urban,1953,352112.00539889367
house-7255,Suburb,2012,139158.2707011654
house-19722,Rural,2019,223738.04245227168
house-29869,Suburb,2006,159377.1700096594
house-38727,Urban,1990,204992.47512375453
house-30669,Urban,2007,170862.11247636963
house-39726,Rural,2015,162404.7757508805
house-47702,Suburb,1961,81474.25557065722
house-12894,Rural,2016,142005.7003533243
house-22543,Rural,2008,307680.0907908161
house-34113,Urban,1954,173844.14062836554
house-18070,Suburb,1988,224719.0526412007
house-49621,Urban,1983,304356.9525867097
house-14044,Urban,1977,253868.19516416464
house-31288,Suburb,2020,188433.3249057656
house-36961,Rural,1993,233841.71603226403
house-9173,Suburb,2016,113740.28073539917
house-3636,Rural,2007,164928.54798546547
house-33417,Suburb,2015,392311.55103096913
house-25118,Urban,1984,148230.04042657226
house-31947,Suburb,2008,301251.98030821525
house-45484,Suburb,2018,171727.00773882258
house-30339,Urban,2009,308704.9627446808
house-43326,Suburb,1978,232308.1933960136
house-39037,Rural,1960,242022.19520865328
house-23394,Rural,2006,251163.1757800484
house-41932,Suburb,1954,238390.92768518208
house-2041,Suburb,1975,381221.1527592456
house-47580,Suburb,1966,273935.9014433445
house-16926,Suburb,1996,280011.3758134709
house-6908,Suburb,2003,272355.08374947513
house-46273,Suburb,1986,68133.00056325395
house-32732,Rural,1996,158162.97185975965
house-31399,Rural,1999,258218.17933592177
house-4008,Urban,1963,354844.0618195324
house-46893,Suburb,1951,178852.9412580771
house-19561,Suburb,1950,127990.6161980536
house-17822,Urban,1998,179270.6241682887
house-8079,Suburb,1963,53380.28539630544
house-18815,Urban,2015,166001.36677029982
house-25357,Rural,1971,173695.03846328205
house-41896,Suburb,1995,326954.96674502786
house-45658,Suburb,2002,339215.93613777834
house-38902,Rural,2019,164991.63382162811
house-35139,Rural,1956,211492.23894356555
house-14125,Urban,1967,323944.24334823585
house-9937,Urban,1985,127031.27973454022
house-48767,Suburb,2000,281496.91769243457
house-6863,Urban,1960,380253.67287070345
house-10239,Rural,1985,213413.99861622823
house-17510,Rural,1994,299516.39220479125
house-29293,Rural,1985,174345.8794248334
house-37613,Rural,1973,221450.0887576756
house-22508,Urban,1955,249054.48820088583
house-34323,Urban,1989,235354.77659318844
house-37236,Suburb,2013,221331.52497097896
house-43979,Urban,1952,178870.11650857946
house-44766,Urban,2010,141390.54293530335
house-12095,Suburb,2020,176550.75355405422
house-10112,Rural,1972,218606.9805786536
house-18572,Urban,1999,352617.30897037307
house-40505,Suburb,1968,153268.24225849967
house-27020,Suburb,1961,391704.58017997246
house-12910,Urban,2001,168368.62237883674
house-48747,Rural,1976,155067.11314271705
house-30737,Rural,1985,247240.4431174536
house-41695,Rural,1976,181121.29556124937
house-48793,Rural,2016,340491.4417351292
house-22442,Suburb,1991,124228.40142922055
house-22712,Urban,1974,205448.0986220544
house-819,Rural,1999,321563.40710783505
house-42698,Urban,2002,331808.28645069327
house-45463,Rural,2004,168389.63689434004
house-8113,Urban,1959,210986.34491657777
house-9505,Urban,1966,251042.92332064928
house-3999,Suburb,2010,201999.8011731324
house-43321,Urban,1960,185894.30659816065
house-37805,Urban,1973,193448.06136029464
house-21052,Urban,1977,346468.798414424
house-16494,Urban,1990,253064.9913213109
house-35506,Rural,1976,179013.96383465215
house-2441,Rural,1994,93253.53016062244
house-440,Urban,1994,218960.6472310992
house-14042,Rural,1994,254961.941198808
house-24079,Rural,1952,205222.92137598037
house-11902,Rural,1998,271885.57301181747
house-917,Rural,1970,214957.65001214077
house-14380,Rural,2000,285312.2566716583
house-1842,Rural,1990,67406.08928108859
house-25069,Suburb,1969,332731.9463833751
house-25911,Suburb,1996,171555.35246796423
house-24603,Urban,2009,231549.97700203693
house-41599,Rural,1953,254866.11303089725
house-15866,Suburb,1980,95489.2466341568
house-11247,Suburb,1952,351478.73856627813
house-30346,Urban,1992,252865.3426585696
house-12452,Suburb,2004,269042.83852568484
house-832,Urban,1981,128511.64008197584
house-31989,Urban,1973,104442.71685845595
house-5234,Rural,2015,206590.7065403547
house-3290,Urban,1981,249184.8817878236
house-4529,Urban,1974,192972.83251742937
house-4614,Urban,2011,172303.94246096353
house-13083,Suburb,1976,184039.54468049144
house-26749,Suburb,1992,235002.2860138323
house-26233,Rural,1961,115475.44000538097
house-46376,Suburb,1961,257847.65393387372
house-38391,Rural,1981,36137.41522394442
house-22852,Rural,1969,287955.7409234374
house-12204,Urban,1995,233217.02376466064
house-27078,Rural,1963,214991.00125116552
house-14482,Rural,2001,293181.9723615696
house-25774,Urban,1982,264449.2509138246
house-37674,Urban,1977,283625.674884069
house-19958,Suburb,2011,201403.38946548387
house-37402,Suburb,2010,104974.89531317094
house-32259,Rural,1968,206274.0685878849
house-43538,Suburb,1951,303274.019217495
house-36467,Suburb,1957,214500.74356443115
house-41937,Suburb,1999,84111.97943020804
house-5852,Rural,1969,252925.4412097248
house-17454,Rural,1973,208178.03130958093
house-18239,Rural,1976,259845.4491767028
house-16015,Rural,1951,183456.2758113277
house-43888,Rural,2019,376619.16811867553
house-28276,Suburb,2002,94874.49497288738
house-44960,Suburb,1958,282621.60985600896
house-48725,Suburb,1956,237506.62914944327
house-33756,Suburb,1979,229868.26734049796
house-20260,Rural,1967,246515.6653024236
house-32539,Urban,2018,327734.9044181026
house-3122,Suburb,2009,314445.3582159462
house-25885,Urban,2001,272071.3353978446
house-13483,Rural,2018,227919.29707188648
house-7138,Urban,1985,165310.7898498309
house-41392,Urban,2011,165491.4000383937
house-14439,Suburb,1959,260372.8352732089
house-27751,Urban,2006,313389.2562716471
house-34986,Urban,1971,147147.03589552524
house-18161,Rural,2000,173549.64624518124
house-13869,Urban,1959,261941.5401347952
house-9406,Urban,2005,433711.4766084304
house-41042,Urban,2014,302705.9878734246
house-37773,Rural,1989,177784.1607901736
house-16447,Rural,2011,206314.14603768245
house-85,Urban,1996,180760.867453112
house-12578,Rural,1989,324488.64541471656
house-13440,Rural,2020,298330.3958032494
house-17706,Rural,1995,196710.28868614088
house-39002,Urban,2002,205705.5336439348
house-30798,Rural,1958,82951.51532096596
house-31379,Rural,2013,82469.67085544222
house-17100,Urban,1960,218388.013148011
house-27861,Suburb,1988,271471.3749108742
house-13027,Suburb,1977,240966.19063571253
house-19763,Rural,1962,339137.63498982706
house-11138,Suburb,1984,353913.8325150974
house-15420,Suburb,1973,174101.15182286425
house-27662,Urban,1979,217551.9931590212
house-41225,Rural,1962,258613.45900697168
house-16360,Suburb,1998,158301.51007436248
house-25116,Urban,1996,162700.39292427336
house-12946,Suburb,1972,43951.5640866762
house-15103,Rural,1952,164488.28813728303
house-8661,Rural,1982,199979.57165527652
house-49583,Suburb,1975,217321.4293110584
house-40835,Urban,1996,84974.16102505074
house-49149,Rural,1952,175393.33310279288
house-20966,Rural,1995,126637.75385065615
house-26756,Suburb,1989,213296.21878960275
house-16427,Urban,1962,299178.02881857613
house-32523,Rural,1997,298293.13806226687
house-18,Suburb,1977,172989.80490101498
house-35882,Urban,1960,308437.391755865
house-40246,Urban,1993,243209.74478600424
house-25213,Urban,2009,276966.4314208492
house-17316,Urban,2019,255017.5523460964
house-47882,Urban,2011,291226.83475733147
house-38513,Suburb,1975,74187.9248504675
house-49098,Suburb,1979,227966.87882712547
house-14095,Rural,1982,203760.56202870084
house-48894,Rural,1975,60756.86453010829
house-46525,Suburb,1959,173611.1239158015
house-46318,Rural,2016,259329.0432391064
house-3821,Suburb,1983,110133.37145632558
house-49483,Rural,2005,298698.7509487532
house-40222,Suburb,2018,321763.59500309464
house-48715,Suburb,1954,350225.98956245143
house-20233,Urban,1961,327209.542992875
house-34724,Urban,2017,136843.29271150337
house-8109,Rural,1961,219619.18926766404
house-15455,Suburb,2018,215621.2401011969
house-22758,Urban,1963,224340.40024964052
house-46942,Suburb,2010,385333.229999061
house-22972,Rural,1974,166130.7296751876
house-41359,Suburb,1992,261054.51506880624
house-6843,Suburb,2006,320969.187225766
house-23723,Rural,2003,277751.3952981101
house-13081,Urban,1984,291953.8558663453
house-40390,Urban,1973,180912.3413964063
house-13620,Suburb,1965,226958.7649646525
house-20770,Urban,2007,302361.6960313701
house-22752,Urban,1988,155280.21008761178
house-38587,Suburb,2010,319694.52095534606
house-28017,Rural,1955,267888.9751161807
house-10712,Suburb,1968,115483.46606983044
house-9375,Urban,1953,355146.2543185512
house-44409,Suburb,1961,239933.4084998154
house-11894,Urban,1971,292104.5502894743
house-21376,Urban,1955,154649.4427899485
house-5444,Suburb,1993,367156.3152576445
house-30883,Suburb,1975,126005.0797311165
house-17572,Suburb,1985,127328.35441544888
house-13575,Rural,1977,219715.84705123992
house-19055,Urban,1976,204481.43427657845
house-17511,Suburb,1996,297954.5909919065
house-38131,Suburb,2010,300392.02873662545
house-11555,Rural,2005,211829.93301830947
house-25798,Urban,1984,163353.86563434894
house-15523,Suburb,1998,308418.8670002066
house-18615,Rural,2004,205813.8849520996
house-28677,Suburb,1952,235199.3349673804
house-32194,Rural,1981,296759.54461861594
house-16065,Rural,1991,189181.2358658984
house-48446,Rural,1965,267997.67295128794
house-17202,Rural,1986,247738.60242127508
house-17019,Suburb,1956,128348.28432313474
house-7401,Suburb,2017,133350.3517198091
house-47091,Rural,2004,230391.1455100112
house-4081,Rural,2002,223601.1648961581
house-2218,Rural,1961,171773.49327991874
house-11980,Rural,1964,239429.37520586827
house-15513,Suburb,1964,151725.30328282574
house-3957,Suburb,1983,257814.96696543065
house-11314,Rural,1997,252076.51604598167
house-7734,Suburb,1983,347405.07735595194
house-25974,Rural,1995,186127.07943835168
house-36117,Suburb,1999,260998.1349336011
house-15908,Urban,1951,264308.9754343915
house-31019,Suburb,1994,267729.9688431059
house-43027,Rural,1971,63853.77260302176
house-26287,Rural,1987,164565.2314477568
house-44095,Rural,1993,271357.85422229697
house-24420,Urban,1972,300256.0859998583
house-20828,Suburb,1962,324279.3229335104
house-11874,Rural,1988,226099.6844893568
house-31398,Suburb,2021,293064.81534285314
house-36826,Suburb,1982,252029.0327060693
house-33582,Suburb,1984,340455.46917571884
house-27018,Rural,1959,208882.4681067565
house-10501,Urban,1981,194658.81244671764
house-13438,Rural,1975,359444.7651799914
house-30469,Urban,1964,158884.7810306028
house-20288,Urban,1997,164502.98914053763
house-27047,Suburb,2013,144300.93114995246
house-38433,Urban,2005,188950.8709849823
house-43276,Suburb,2020,243204.41069146807
house-2657,Rural,1965,227329.30764911545
house-22821,Urban,1973,373398.1605954247
house-37936,Rural,1959,211353.09201792895
house-16552,Suburb,1953,120328.43211840028
house-14844,Suburb,1973,224612.1293301381
house-36524,Suburb,2007,157584.1805369319
house-921,Urban,1955,295625.1346682316
house-12210,Suburb,1998,356926.12598243536
house-30151,Suburb,1963,136599.4553042977
house-8809,Urban,1975,199536.17694887167
house-23170,Suburb,1994,284518.1487089948
house-30867,Urban,2003,268385.68540086946
house-26897,Urban,1951,296691.116039005
house-40554,Rural,1981,177491.668295541
house-6076,Suburb,1965,254975.5108274769
house-19021,Urban,1993,257827.5268143919
house-28021,Rural,1966,306502.65215044894
house-46880,Rural,1958,306286.0037515194
house-9950,Rural,1995,105551.28173537795
house-33172,Rural,1951,135936.14089018447
house-26030,Urban,1980,183331.93106695655
house-41601,Rural,1957,179130.8112225635
house-9272,Suburb,1960,124581.59078805464
house-4164,Suburb,1981,195120.0114445116
house-22161,Rural,1979,142643.94554875343
house-49313,Suburb,1950,189331.4414889589
house-1466,Urban,2015,151308.71799617136
house-48464,Urban,2010,160513.13209753972
house-18564,Rural,2006,345265.4612463845
house-1318,Urban,1991,257528.45727921932
house-18623,Suburb,1975,244849.5378557588
house-41611,Rural,1952,174647.89252325587
house-4494,Urban,2007,206275.8198718592
house-27957,Suburb,2018,316294.31655300007
house-46562,Rural,1985,217632.11930911403
house-9840,Urban,2016,149233.90131758194
house-35474,Rural,1986,343934.2086506598
house-7745,Rural,2002,111865.1911765853
house-28395,Suburb,1991,246969.7145273189
house-3610,Suburb,2006,101599.90981232528
house-10125,Suburb,1989,202809.4395847137
house-48447,Urban,1950,157427.12520454402
house-24057,Urban,1953,237669.2015543921
house-43373,Urban,1976,244359.5562362421
house-19414,Rural,2000,300416.5538669226
house-38031,Rural,1980,215178.1795806929
house-12583,Suburb,1952,231033.56530904173
house-24905,Urban,1997,222664.7505035467
house-21374,Rural,2011,138308.2950926958
house-17800,Suburb,2009,158823.45664997277
house-32191,Urban,1988,313263.1496228463
house-6516,Rural,2014,231721.4276088276
house-40210,Urban,2015,131295.8757755228
house-1652,Urban,1973,301453.2597286383
house-20453,Urban,1971,281112.42627624795
house-22707,Rural,2016,254638.1052492048
house-28703,Suburb,2014,244014.13780226183
house-13625,Rural,2018,34047.264451814
house-46964,Rural,1952,272178.5466902995
house-18483,Urban,2017,233047.19513544164
house-41882,Urban,1982,362121.5993837803
house-36921,Rural,2009,249927.9760267623
house-11841,Rural,1952,284931.5040465824
house-17785,Suburb,2011,186890.90964402465
house-24258,Rural,1972,184309.87942976548
house-12708,Urban,1995,354615.0970732629
house-42365,Urban,2007,128766.80772193272
house-45574,Suburb,1954,248367.62313722252
house-14263,Urban,1961,111813.51395904575
